ensgid,gene_name,Subsystem,category.HPA,tissues.HPA,category.GTEx,tissues.GTEx,fpkm.HPA.adrenal,fpkm.HPA.appendices,fpkm.HPA.bonemarrow,fpkm.HPA.brain,fpkm.HPA.colon,fpkm.HPA.duodenum,fpkm.HPA.endometrium,fpkm.HPA.esophagus,fpkm.HPA.fallopiantube,fpkm.HPA.fat,fpkm.HPA.gallbladder,fpkm.HPA.heart,fpkm.HPA.kidney,fpkm.HPA.liver,fpkm.HPA.lung,fpkm.HPA.lymphnode,fpkm.HPA.ovary,fpkm.HPA.pancreas,fpkm.HPA.placenta,fpkm.HPA.prostate,fpkm.HPA.rectum,fpkm.HPA.salivarygland,fpkm.HPA.skeletalmuscle,fpkm.HPA.skin,fpkm.HPA.smallintestine,fpkm.HPA.smoothmuscle,fpkm.HPA.spleen,fpkm.HPA.stomach,fpkm.HPA.testis,fpkm.HPA.thyroid,fpkm.HPA.tonsil,fpkm.HPA.urinarybladder,fpkm.GTEx.adipose,fpkm.GTEx.adrenal,fpkm.GTEx.artery,fpkm.GTEx.bladder,fpkm.GTEx.blood,fpkm.GTEx.brain.cerebellum,fpkm.GTEx.brain.cerebrum,fpkm.GTEx.breast,fpkm.GTEx.cervix,fpkm.GTEx.colon,fpkm.GTEx.esophagus,fpkm.GTEx.fallopiantube,fpkm.GTEx.heart,fpkm.GTEx.kidney,fpkm.GTEx.liver,fpkm.GTEx.lung,fpkm.GTEx.nerve,fpkm.GTEx.ovary,fpkm.GTEx.pancreas,fpkm.GTEx.pituitary,fpkm.GTEx.prostate,fpkm.GTEx.skeletalmuscle,fpkm.GTEx.skin,fpkm.GTEx.smallintestine,fpkm.GTEx.spleen,fpkm.GTEx.stomach,fpkm.GTEx.testis,fpkm.GTEx.thyroid,fpkm.GTEx.uterus,fpkm.GTEx.vagina,geneID
ENSG00000177879,AP3S1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,4.61,3.53,12.41,3.56,7.49,6.61,7.79,6.55,7.83,8.4,7.45,3.72,3.57,3.29,5.83,8.8,9.36,2.05,6.79,6.65,7.21,4.65,0.78,7.43,7.2,9.02,6.04,5.03,8.35,7.21,7.03,8.3,56.79,34.41,66.87,39.72,20.66,44.5,57.56,42.53,60.28,34.51,50.5,43.51,24.05,24.24,24.47,34.76,51.12,46.45,30.48,48.53,36.76,11,39.3,42.07,32.69,31.3,49.23,40,48.84,53.09,1176
ENSG00000130714,POMT1,ER glycosylation,Expressed in all,,Expressed in all,,7.38,6.42,4.48,10.64,7.43,6.53,8.44,6.24,11.39,5.98,11.03,7.12,8.6,4.11,8.67,9.19,10.16,3.23,9.18,10.78,6.5,8.5,7.69,8.64,7.19,7.16,8.31,5.66,30.8,8.79,5.55,6.53,4.21,5.79,4.52,4.51,1.68,19.78,6.26,6.88,6.19,5.63,3.33,5.34,3.45,5.16,2.78,4.91,6.86,8.16,4.06,11.85,7.9,4.84,5.11,6.46,6.12,5.08,24.44,6.14,6.84,5.86,10585
ENSG00000117533,VAMP4,Post-Golgi trafficking,Expressed in all,,Expressed in all,,10.29,7.15,2.82,11.34,4.98,6.16,7.81,6.87,5.4,7.16,7.5,3.95,5.8,3,8.7,8.77,4.79,1.97,7.29,6.36,5.59,5.1,1.71,6.82,6.02,6.01,7.68,6.08,11.64,10.2,6.58,8.39,7.91,5.99,11.43,6.23,2.14,15.66,8.47,9.2,8.55,4.89,4.13,7.33,3.19,4.1,2.72,8.77,10.94,6.39,3.69,13.63,6.77,2.75,7.06,7.2,6.64,5.56,7.71,8.81,7.33,7.28,8674
ENSG00000156675,RAB11FIP1,Trafficking regulation,Expressed in all,,Expressed in all,,4.35,16.61,30.77,0.88,34.91,31.22,5.21,37.28,18.34,5.57,21.81,6.3,9.66,2.58,63.41,14.13,4.02,9.85,21.28,7.29,40.44,8.06,1.08,9.16,41.54,6.22,9.09,35.56,6.55,12.02,26.95,19.2,3.42,2.83,4.95,9.25,17.03,1.5,0.61,8.32,2.79,18.61,28.46,5.06,3.2,4.87,1.7,36.91,2.8,2.71,16.96,12.89,4.8,1.85,13.69,18.17,7.1,10.22,4.41,6.65,2.25,6.86,80223
ENSG00000117862,TXNDC12,Protein folding,Expressed in all,,Expressed in all,,23.61,24.58,15.21,14.01,29.46,20.78,21.47,14.13,32.52,21.08,25.05,10.81,22.51,15.06,20.94,23.79,22.76,6.97,23.91,24.05,30.98,15.3,3.04,11.69,21.38,19.2,21.31,23.29,23.19,27.04,25.32,27.02,21.57,24,15.54,18.19,24.4,16.38,15.89,22.98,21.02,22.76,15.05,21.41,11.81,16.14,17.77,23.58,23.34,24.69,19.7,24.91,20.15,7.2,17.44,19.77,24.67,21.27,22.88,23.96,19.69,19.46,51060
ENSG00000143207,RFWD2,Trafficking regulation,Expressed in all,,Expressed in all,,8.09,13.55,11.07,8.09,18.39,14.33,15.59,15.5,16.52,10.67,17.42,5.55,13.11,9.04,13.47,20.2,9.12,3.49,11.19,12.92,22.8,6.62,3.17,12.08,13.02,18.17,14.23,12.48,25.83,17.6,22.54,17.44,12.04,8.11,8.59,12.56,16.9,9.07,6.74,11.7,10.95,11.57,9.65,9.05,5.74,6.34,6.09,10.94,9.77,7.3,6.53,8.12,9.43,6.16,13.16,10.1,12.4,8.84,19.95,10.85,10.2,9.64,64326
ENSG00000069345,DNAJA2,Protein folding,Expressed in all,,Expressed in all,,20.73,12.65,12.39,18.34,14.71,15.64,21.07,15.66,17.69,14.13,16.3,18.95,20.64,13.03,14.57,17.21,17.96,3.48,14.55,21.58,15.57,8.18,9.3,13.14,15.34,14.17,18.15,12.2,24.4,20.47,17.57,17.12,15.43,19.46,13.53,16.71,9.15,17.61,17.95,15.56,15.55,14.94,15.93,16.14,16,12.25,10.07,13.59,14.12,16.28,7.11,13.31,15.55,17.21,16.18,14.84,15.36,13.31,23.27,15.59,16.71,14.33,10294
ENSG00000204308,RNF5,ERAD,Expressed in all,,Expressed in all,,27.49,14.28,14.42,19.64,30.04,31.02,20.18,14.84,29.05,13.55,22.82,22.07,49.83,30.42,18.73,19.43,25.58,4.28,14.57,29.98,31.35,12.4,17.9,15.99,30.05,20.14,14.64,18.22,15.68,20.85,22.86,19.16,26.98,59.4,35.72,34.44,18.7,33.11,34.77,34.88,40.6,47.94,22.38,37.46,37.17,70.1,45.54,29.81,47.74,42.37,18.84,12.25,37.9,27.44,32.17,42.76,33.47,37.92,31.44,38.89,36.91,32.48,6048
ENSG00000138768,USO1,COPII,Expressed in all,,Expressed in all,,35.44,31.61,6.83,17.64,29.13,28.89,32.05,42.36,32.29,26.08,32.55,31.32,29.97,28.75,25.79,28.65,49.01,12.92,32.66,35.31,31.66,26.26,52.7,26.07,27.63,31.2,20.29,30.07,46.08,51.55,34.24,37.21,23.08,26.38,29.48,23.4,5.16,16.73,13.82,22.8,26.31,19.47,24.84,22.18,26.27,14.79,23.9,23.63,24.27,26.08,26.23,29.76,22.49,91.71,18.89,18.57,16.29,20.98,25.03,28.57,20.61,23.23,8615
ENSG00000105402,NAPA,COPII,Expressed in all,,Expressed in all,,83.56,45.7,50.58,67.77,44.09,40.98,45.96,90.13,50.26,43.01,57.83,52.44,38.55,31.56,56.02,43.05,35.94,18.58,43.31,74.89,34.18,51.72,26.68,65.02,42.43,52.17,45.7,43.9,55.56,69.48,35.26,62.7,35.3,67.88,32.63,40.35,41.66,79.28,39.33,41.18,41.19,36.88,45.22,46.31,30.63,42.02,44.41,41.01,37.08,36.36,24.44,58.89,59.08,35.99,58.59,33.4,40.84,37.04,56.33,41.48,48.14,41.3,8775
ENSG00000113558,SKP1,ERAD,Expressed in all,,Expressed in all,,275.05,135.05,118.52,306.95,187.84,129.39,238.42,218.19,301.1,186.4,225.76,230.21,288.91,106.25,149.52,165.44,270.26,33.21,182.56,261.59,208.95,91.16,150.87,121.5,146.2,251.93,125.31,117.89,250.48,301.9,193.37,249.41,53.5,85.13,76.75,66.46,27.99,90.29,74.09,61.73,68.59,46.79,44.11,67.7,58.54,57.72,24.7,48.66,58.52,72.68,21.57,78.51,55.21,67.56,50.82,46.79,42.92,46.78,73.43,65.69,65.16,52.3,6500
ENSG00000133612,AGAP3,Trafficking regulation,Expressed in all,,Expressed in all,,15.21,11.46,3.5,40.2,9.65,12.13,18.66,17.34,21.01,14.8,15.18,7.74,5.45,4.6,27.31,10.18,16.57,7.39,17.9,16.72,5.71,13.97,7.03,24.45,12.76,12.05,15.91,11.54,8.06,10.16,6.91,15.89,11.55,8.47,9.13,16.72,2.87,48.37,34.69,18.57,24,9.56,15.02,16.51,7.38,8.19,7.82,20.18,13.77,21.66,9.26,41.66,21.6,6.02,18.9,12.16,12.65,10.72,7.81,15.53,22.29,20.86,116988
ENSG00000134308,YWHAQ,Trafficking regulation,Expressed in all,,Expressed in all,,116.78,93.16,90.15,194.5,114.93,85.99,167.93,140.08,137.88,90.54,117.32,112.52,100.42,41.68,92.51,109.68,131.11,42.63,90.88,148.48,109.23,54.95,9.93,63.71,87.89,148.19,69.15,68.53,144.21,107.56,116.23,126.36,84.65,92.11,101.03,84.81,21.46,150.81,114.29,91.02,114.52,70.37,90.77,102.11,47.57,59.03,27.89,79.55,89.75,95.68,60.63,79.82,78.13,16.77,69.39,67.41,48.64,70.11,90.71,76.6,111.51,95.83,10971
ENSG00000177951,BET1L,COPII,Expressed in all,,Expressed in all,,21.73,26.72,15.34,13.39,22.53,21.32,26.71,19.48,37.05,19.22,27.65,14.68,21.46,10.71,27.65,27.52,45.34,12.97,25.33,30.38,25.17,25.66,3.92,18.68,22.92,27.1,25.8,20.83,25.3,32.47,30.14,27.57,22.04,22.16,24.86,22.72,14.49,14.61,10.35,28.1,28.11,23.45,14.23,25.12,10.96,21.68,17.92,24.22,24.12,32.89,29.89,40.41,30.13,6.84,21.61,25.22,26.98,23.9,27.58,26.78,26.51,23.95,51272
ENSG00000125844,RRBP1,Translocation,Expressed in all,,Expressed in all,,34.25,49.48,13.77,14.59,83.02,51.88,34.16,32.82,31.44,38.71,70.64,15.59,26.14,47.02,42.88,22.91,27,108.54,101.81,44.76,54.58,110.59,4.21,20.37,58.75,38.33,35.51,96.35,34.78,121.3,22.42,44.67,28.38,35.75,25.55,24.15,9.83,6.57,9.28,33.79,38.22,64.28,26.94,30.03,14.98,30.86,67.39,44.97,32.77,24.63,121.04,37.42,42.53,5.69,21.6,45.57,35.21,49.67,34.21,70.45,32.98,36.76,6238
ENSG00000070367,EXOC5,Post-Golgi trafficking,Expressed in all,,Expressed in all,,5.3,5.08,1.8,5.69,4.98,4.05,4.68,5.5,4.71,5.99,5.2,2.64,5.79,3.03,5.91,6.18,4.17,0.78,5.71,5.84,4.19,2.7,1.31,4.3,4.13,5.68,5.71,4.07,10.35,7.5,5.73,6.48,6.1,4.57,6.32,6.36,1.13,3.79,5.3,4.56,5.25,3.19,4.16,4.32,3.64,2.31,1.53,4.42,4.94,3.8,1.72,4.39,3.34,4.5,3.14,3.18,2.35,3.29,12,4.16,4.37,4.41,10640
ENSG00000166598,HSP90B1,Protein folding,Expressed in all,,Expressed in all,,292.06,396.77,225.99,112.32,263.72,204.27,284.61,115.6,310.08,250.45,215.08,115.82,224.04,266.22,186.99,217.12,245.7,50.17,394.02,309.68,322.75,121.36,16.9,78.37,217.05,315.05,217.51,216.37,180.86,1172.79,271.47,310.17,181.09,269.79,227.26,120.35,55.16,74.14,111.27,180.63,205.12,182.33,102.79,231.24,144.95,133.97,310.57,248.37,166.05,197.21,176.27,200.68,202.7,34.74,89.62,178.55,268.17,150.87,129.76,622.29,177.68,175.43,7184
ENSG00000134265,NAPG,COPII,Expressed in all,,Expressed in all,,12.01,10.4,5.42,26.99,10.35,7.79,10.78,10.16,11.6,8.49,13.29,10.76,12.97,5.26,9.21,8.74,6.28,2.77,10.77,14.24,11.91,5.97,2.81,8.73,9.27,10.22,7.42,10.45,8.6,14.01,9.41,12.69,8.66,10.96,9.63,10.47,2.77,19.13,18.08,9.04,7.86,8.75,8.07,8.49,7.78,6.97,5.56,9.25,10.98,6.18,5.22,9.54,10.87,4.5,8.73,8.88,8.1,8.02,7.35,10.12,8.44,8.24,8774
ENSG00000165661,QSOX2,Protein folding,Expressed in all,,Expressed in all,,5.01,8.09,6.79,5.11,3.65,3.62,5.23,3.37,5.86,4.08,3.61,2.65,2.45,1.52,4.55,12.15,4.42,2.84,4.06,3.52,3.97,2.42,0.65,7.02,3.14,5.16,9.47,4.65,8.86,7.43,9.85,3.62,5.1,6.2,4.22,4.71,2.11,25.18,4.9,5.84,7.09,5.81,3.84,8.41,3.62,4.74,4.15,6.58,7.01,8.53,9.23,35.73,6.84,2.61,7.36,10.05,14.14,5.36,12.81,11.45,8.36,6,169714
ENSG00000167578,RAB4B,Post-Golgi trafficking,Expressed in all,,Expressed in all,,17.46,15.53,12.07,26.84,15.55,14.17,5.27,6.3,9.22,12.4,12.16,4.68,5.87,3.12,16.96,28.09,4.19,3.47,19.34,13.75,6.97,8.1,1.86,9.18,16.09,7.31,28.33,16.98,11.76,10.53,13.79,8.43,10.77,24.73,10.81,11.08,29.59,16.9,25.78,12.35,13.19,17.42,11.76,10.36,6.39,14.68,7.28,17.39,17.21,8.72,5.5,29.14,18.04,3.35,9.21,17.16,33.53,12.03,16.15,17.79,11.23,12.74,53916
ENSG00000167004,PDIA3,Protein folding,Expressed in all,,Expressed in all,,8.67,11.64,10.76,5.43,13.08,16.27,9.09,6.12,9.28,7.08,8.78,4.15,8.28,9.52,8.54,11,7.48,2.19,12.81,18.02,11.96,6.92,1.14,7.82,13.33,9.36,6.4,12.74,7.56,26.28,9.57,9.48,82.45,101.4,98.28,72.85,44.59,32.66,39.1,92.94,115.87,102.99,77.94,116.66,51.65,58.93,124.81,130.7,70.38,101.11,84.95,109.97,84.86,17.23,69.21,94.75,90.89,91.3,84.18,218.04,96.37,101.21,2923
ENSG00000197930,ERO1L,Protein folding,Expressed in all,,Expressed in all,,7.42,18.18,20.69,10.82,12.84,13.86,11.67,135.9,10.3,8.26,18.85,3.49,7.33,9.93,10.73,12.59,5.46,3.03,32.83,8.15,15.22,7.75,1.63,9.34,12.91,9.5,11.03,21.69,5.34,11.51,25.23,25.94,10.61,5.01,10.02,12.96,19.52,9.23,7.14,11.56,8.18,10.17,102.12,7.21,5.04,6.1,12.38,11.01,6.94,4.86,7.43,10.33,8.32,3.44,10.83,10.11,9.34,11.49,4.25,7.98,7.12,23.87,30001
ENSG00000167202,TBC1D2B,Trafficking regulation,Expressed in all,,Expressed in all,,12.71,17.18,9.19,4.33,12.6,9.18,20.98,9.25,21.49,16.2,27.39,5.11,5.58,5.75,27.92,19.23,37.89,4,18.8,8.7,14.14,3.23,1.19,9.71,11.91,17.68,19.38,9.48,12.05,10.02,15.52,22.93,25.25,15.42,20.48,19.55,6.65,8.08,4.36,22.88,30.56,14.3,7.44,21.38,4.37,10.16,14.87,24.57,21.28,38.66,9.27,9.03,15.37,2.39,13.3,17.1,24.86,12.29,10.08,13.77,23.31,19.58,23102
ENSG00000106636,YKT6,COPII,Expressed in all,,Expressed in all,,20.79,26.81,25.87,31.12,30.33,20.2,19.8,28.27,20.32,24.75,19.36,15.12,20.66,4.67,22.48,22.55,13.68,9.55,23.12,24.07,28.49,16.96,10.35,20.49,22.04,29.09,21.09,22.87,21.34,25.2,30.1,23.36,22.8,25.06,24.08,18.58,15.36,23.06,25.96,19.66,19.04,27.41,30.11,22.17,18.54,23.36,10.13,25.42,25.28,16.96,22.84,33,27.93,17.79,25.29,25.87,29.73,27.72,31.47,23.78,23.4,20.14,10652
ENSG00000145495,6-Mar,ERAD,Expressed in all,,Expressed in all,,23.03,19.91,31.68,36.23,20.53,26.17,22.7,17.77,27.39,16.17,26.02,17.21,25.3,12.79,18.64,22.55,32.26,8.74,18.47,19.78,17.97,12.65,8.95,18.98,23.02,17.14,17.99,21.55,31.78,29.47,21.08,19.63,16.65,13.01,14.98,16.66,7.6,23.41,15.58,23.49,18.37,16.58,10.01,20.6,10.24,11.87,8.03,18.21,19.55,24.49,15.16,18.18,16.17,17.76,16.66,20.31,16.87,16.22,13.59,21.8,18.91,15.48,10299
ENSG00000067167,TRAM1,Translocation,Expressed in all,,Expressed in all,,84.13,102.66,59.18,29.47,78.87,81.28,101.91,60.77,92.11,77.06,130.11,35.79,102.66,76.51,136.36,100.67,69.91,42.75,122.83,92.5,75.42,102.62,7.75,40.02,85.83,91.27,76.91,77.59,71.55,181.92,107.77,152.77,30.51,26.59,24.25,21.47,12.78,4.74,8.15,29.1,30.62,17.8,17.09,27.63,10.93,15,26.1,40.4,21.24,17,37.02,14.12,16.16,5.99,12.91,20.47,16.32,20.18,24.37,27.6,22.33,22.06,23471
ENSG00000076928,ARHGEF1,Trafficking regulation,Expressed in all,,Expressed in all,,11.63,58.86,62.05,6.4,14.1,19.18,12.7,14.03,12.79,17.9,24.16,7.47,5.86,3.42,40.24,100.15,11.74,4.42,19.14,11.77,8.28,12.4,1.89,17.31,22.83,11.09,94.78,26.59,6.8,11.03,38.3,24.86,28.57,14.66,17.96,24.71,100.35,10.06,11.23,30.42,29.52,27.9,20.47,27.98,10.47,20.23,13.33,51.9,27.9,27.36,13.46,28.35,32.36,5.25,24.83,69.98,131.85,23.91,11.4,29.06,27.37,30.2,9138
ENSG00000103496,STX4,Post-Golgi trafficking,Expressed in all,,Expressed in all,,27.68,28.29,11.44,15.33,21.74,25.63,19.49,20.88,23.11,22.81,25.55,15.13,14.87,10.82,22.4,24.32,19.79,4.47,24.47,20.11,22.38,12.82,10.1,30.45,23.22,25.3,29.98,21.8,10.72,20.14,28.97,24.49,19.48,17.04,12.65,14.48,16.71,9.49,10.05,19.21,18.93,16.78,12.7,16.26,9.67,13.77,12.09,20.74,18.17,16.69,8.04,14.16,18.45,9.25,22.16,19.87,28.67,13.2,11.01,16.76,16,18.21,6810
ENSG00000120725,SIL1,Protein folding,Expressed in all,,Expressed in all,,28.76,23.37,28.66,11.36,25.77,22.59,38.79,60.51,96.19,33.99,114.16,36.44,24.85,41.29,34.41,42.63,20.85,17.73,41.62,36.46,36.95,22.54,6.72,56.97,14.07,63.15,12.42,23.91,58.73,245.82,31.57,79.93,9.31,23.29,9.3,8.94,4.69,1.68,4.2,9.31,9.45,8.11,5.75,9.37,7.5,8,16.51,10.77,8.54,8.15,14.81,15.59,10.76,7.19,9.06,7.7,9.23,10.69,30.46,13.91,9.55,8.91,64374
ENSG00000160803,UBQLN4,ERAD,Expressed in all,,Expressed in all,,7.14,9,3.45,14.5,9.21,6.9,14.06,11.66,12.76,7.04,7.82,6.15,7.94,4.83,10.67,8.84,10.06,3.49,8.74,11.52,10.16,7.38,9.13,11.26,7.33,14.53,7.85,9.14,9.88,8.35,10.84,10.4,14.29,14.51,14.02,18.27,4.02,23.55,24.07,17.57,24.65,15.23,19.77,21.43,12.58,15.9,12.77,16.61,22.25,16,14.25,9.25,22.57,22.13,20.81,15.33,16.59,19.1,21.57,16.12,23.1,20.93,56893
ENSG00000175197,DDIT3,UPR,Expressed in all,,Expressed in all,,37.23,14.05,77.95,20.78,14.32,11.88,34.26,12.61,22.44,17.43,28.91,20.87,30.92,16.04,16.89,13.38,38.39,5.18,32.06,27.6,18.06,10.74,9.11,10.24,11.15,21.42,15.78,16.93,27.39,160.16,12.67,18.66,23.3,29.33,25.03,18.82,31.81,25.59,25.9,45.82,23.89,12.35,10.91,16.99,15.76,21.99,20.32,25.66,25.37,26.36,9.08,44.23,22.62,10.38,20.27,16,14.36,16.19,23.28,41.35,18.73,20.74,1649
ENSG00000151532,VTI1A,Post-Golgi trafficking,Expressed in all,,Expressed in all,,4.22,6.34,7.26,5.65,5.89,5.64,3.79,6.35,3.66,5.01,4.86,3.35,5.38,1.88,4.2,7.07,2.76,0.88,3.7,4.15,7.12,2.52,1.95,4.21,5.89,5.4,4.67,4.42,4.98,6.33,8.76,5.83,2.78,1.9,1.9,2.21,2.35,1.86,1.52,2.52,1.99,2.34,2.62,1.86,1.27,2.35,0.97,2.61,2.25,1.65,1.12,1.6,2.28,1.65,2.63,2.66,2.47,1.78,2.53,2.41,1.85,2.15,143187
ENSG00000135596,MICAL1,Trafficking regulation,Expressed in all,,Expressed in all,,3.15,18.36,26.02,5.92,9.12,21.36,10.8,8.58,7.22,5.95,13.01,1.6,2.54,0.62,12.78,23.65,3.09,0.81,8.47,7.78,6.52,2.97,0.73,7.96,19.67,6.33,21.05,9.89,8.91,2.82,10.81,19.54,19.98,7.13,38.27,56.19,87.92,27.06,14.6,17.25,49.1,33.23,11.05,35.46,6.47,17.77,3.79,43.14,37.6,12.78,6.09,27.45,42.1,2.84,17.22,60.23,74.63,20.06,26.71,16.68,33.24,41.66,64780
ENSG00000132254,ARFIP2,Trafficking regulation,Expressed in all,,Expressed in all,,16.35,13.13,9.82,17.96,21.4,18.04,18.68,18.76,33.3,10.78,17.65,6.96,16.36,8.37,14.91,13.14,19.65,8.34,18.59,33.92,29.29,21.3,2.46,17.53,17.91,18.6,11.31,22.75,13.99,25.11,19.97,18.6,13.04,20.14,11.9,14.45,6.59,19.69,13.37,27.88,19.42,23.76,17.43,17.17,6.83,17.46,15.02,17.93,14.54,18.87,19.88,35.03,38.42,5.24,20.91,20.58,16.51,25.22,18.44,25.12,17.84,17.73,23647
ENSG00000099992,TBC1D10A,Trafficking regulation,Expressed in all,,Mixed,,8.53,10.62,4.01,10.11,8.69,5.86,6.91,22.66,10.54,8.53,12.64,2.66,7.49,2.47,9.77,15.99,11.19,2.67,18.69,8.9,5.14,7.28,0.56,15.02,5.93,5.85,17.03,9.44,10.99,9.15,11.01,12.17,3.9,3.56,3.94,4.54,2.64,1.38,1.29,4.93,4.17,4.04,7.17,3.46,0.99,3.86,1.92,3.97,4.91,4.47,1.43,4.83,4.7,0.47,6.95,4,5.49,3.24,6.49,3.9,3.38,7.05,83874
ENSG00000108587,GOSR1,COPII,Expressed in all,,Expressed in all,,14.31,16.2,6.85,14.13,18.04,13.59,20.91,16.55,26.32,14.16,16.63,10.69,20.01,13.16,14.86,15.98,19.16,5.55,15.46,17.66,20.99,10.29,4.21,10.58,15.2,19.35,12.07,15.12,24.58,24.09,22.16,18.48,4.54,4.63,4.78,5.54,1.37,6.7,3.81,5.59,5.07,4.7,4.36,5.78,2.69,3.92,3.44,4.22,4.9,5.2,3.32,6.24,5.7,2.85,4.78,4.66,4.42,4.64,5.43,5.26,5.48,4.23,9527
ENSG00000149269,PAK1,Trafficking regulation,Expressed in all,,Expressed in all,,10.26,27.18,27.06,84.44,31.33,28.33,17.94,16.11,19.61,8.47,27.39,3.69,17.33,5.13,10.95,16.04,15.95,3.59,11.23,14.72,36.32,7.66,19.92,10.62,33.02,21.06,21.43,27.93,22.18,31.79,18.27,22.42,6.12,7.33,7,14.77,34.82,61.26,36.52,10.9,11.3,24.83,10.78,11.03,2.83,10.8,3.38,8.76,6.37,14.94,7.45,17.53,14.67,12.99,9.01,15.94,15.79,17.21,25.4,20.63,13.5,16.81,5058
ENSG00000178607,ERN1,UPR,Expressed in all,,Mixed,,33.39,8.06,8.13,1.28,5.28,6.43,10.91,4.18,8.86,3.62,9.15,1.43,2.82,6.26,7.53,7.38,6.81,16.74,5.51,6.81,5.33,9.62,0.94,5.76,7.5,5.08,9.58,9.41,2.57,13.55,6.96,6.63,1.59,9.6,1.57,3.01,4.16,0.84,0.34,3.22,7.09,1.93,2.21,4.25,0.8,0.88,3.19,4.29,1.29,4.68,6.76,4.9,3.16,1.11,2.61,3.06,3.07,3.78,1.32,1.58,3.07,4.27,2081
ENSG00000180667,YOD1,ERAD,Expressed in all,,Enhanced,esophagus,4.02,4.19,31.04,3.94,2.99,3.41,3.63,20.61,2.63,2.09,2.84,1.8,3.45,2.13,3.74,4.18,2.52,0.67,4.07,2.63,3.4,1.9,0.71,10.98,4.08,2.19,4.52,4.54,3.98,4.88,6.61,3.32,0.59,0.82,0.4,0.98,1.23,0.5,0.25,1.13,0.59,0.72,5.05,0.68,0.49,0.48,0.38,1.37,0.94,0.51,0.43,0.42,0.49,0.61,2.07,0.9,0.62,1.26,2.43,0.88,0.56,1.21,55432
ENSG00000134970,TMED7,COPII,Expressed in all,,Not detected,,38.24,30.15,17.5,29.84,39.65,31.1,42.07,28.13,42.58,26.83,34.58,24.44,42.74,31.62,29.42,21.38,27.4,7.07,34.22,47.4,37.9,21.47,5.42,14.31,32.99,40.43,21.07,32.76,21.07,79.92,21.52,34.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0.36,0,0.01,0,51014
ENSG00000101199,ARFGAP1,Trafficking regulation,Expressed in all,,Expressed in all,,8.88,12.53,6.29,14.5,9.65,7.87,10.37,8.54,13.33,7.94,16.24,6.76,5.68,2.97,11.35,12.49,10.76,6.32,14.88,10.32,6.51,9.48,1.88,12.85,10.51,9.46,12.49,14.13,17.87,10.73,7.81,12.66,14.89,18.08,17.11,17.68,14.27,28.68,17.16,23.81,27.21,21.05,13.13,25.38,10.62,21.43,13.78,23.4,27.67,27.36,17.83,112.72,38.29,8.39,19.08,23.79,33.99,19.03,31.92,28.41,30.4,26.03,55738
ENSG00000100280,AP1B1,Post-Golgi trafficking,Expressed in all,,Expressed in all,,28.26,41.15,23.07,33.92,27.56,33.58,13.13,43.91,23.8,22.3,29.11,11.17,15.54,8.67,24.52,47.51,13.35,7.76,40.93,29.05,23.03,17.71,5.06,21.93,30.92,21.48,41.38,26.44,21.44,26.14,42.21,35.28,21.06,35.66,17.32,28.25,15.84,27.86,23.05,22.89,17.89,31.06,36.59,20.58,11.68,24.59,15.64,27.62,21.08,15.26,16.52,34.06,38.26,10.04,34.23,37.15,54.26,27.85,28.38,25.95,19.11,25.14,162
ENSG00000100883,SRP54,Translocation,Expressed in all,,Expressed in all,,29.28,31.17,11.93,21,24.71,23.27,23.46,23.05,23.6,17.11,25.55,17.61,26.68,23.46,22.63,32.96,18.93,9.33,24.64,30.22,27.16,29.89,9.03,18.09,23.69,21.63,20.66,23.98,49.78,32.39,37.59,30.25,14.91,23.16,15.27,15.31,9.66,13.25,13.09,18.33,16.87,16.19,15.45,17.4,12.13,16.69,22.18,18.99,17.39,15.67,21.29,30.02,18.03,12.95,16.56,16.39,19.53,18.07,39.16,18.23,15.84,16.28,6729
ENSG00000169223,LMAN2,COPII,Expressed in all,,Expressed in all,,37.44,49.2,39.44,17.63,58.19,62.55,36.43,65.54,60.89,33.99,56.66,24.97,31.32,36.53,50.83,51.57,37.46,30.81,75.67,45.75,30.75,55.43,8.47,32.33,56.42,29.21,57.21,59.79,62.98,99.88,33.72,58.03,36.08,59.76,38.77,45.86,66.18,15.88,17.91,49.46,63.36,63.35,75.83,55.29,28.96,49.39,86.2,59.55,43.58,50.46,60.82,47.95,55.8,15.18,41.28,53.74,72.02,51.29,89.9,70.92,52.5,61.23,10960
ENSG00000182473,EXOC7,Post-Golgi trafficking,Expressed in all,,Expressed in all,,23.87,28.51,27.49,36.76,23.3,23.27,35.79,42.96,52.5,28.88,34.55,25.94,23.05,10.73,32.85,26.88,41.57,8.96,30.6,41.36,22.98,23.93,10.33,26.6,25.62,36.67,26.87,22.83,24.82,41.55,26.46,44.31,17.26,20.2,21.86,27.94,15.87,23.05,16.21,21.23,23.54,17.59,19.16,22.85,13.18,17.02,8.54,18.4,18.29,23.51,12.68,32.04,29.97,11.59,15.2,19.22,18.26,16.59,18.82,31.21,25.16,19.78,23265
